"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What is the impact of Fortnite on Epic Games' revenue?","Fortnite has generated billions of dollars in revenue for Epic Games.","Fortnite's commercial success enabled Epic to make several changes to its other product offerings. The financial success of Fortnite brought additional investment into Epic Games.
","0.019051955393615476","0.21621621621621623","0.21621621621621623","0.7423948645591736","neutral","0.000971753615885973","0.9964422583580017","0.0025860106106847525","0.2545","0.4711","0.2424"
"When was Nextdoor founded?","2008.","2008
","0.0","1.0","1.0","0.9419806599617004","entailment","0.02365977317094803","0.08268328756093979","0.8936569690704346","0.0","0.7218","0.0"
"What technology does HeartFlow develop?","HeartFlow develops the HeartFlow Analysis, a non-invasive test that uses CT scans to assess coronary artery disease.","Non-invasive, real-time virtual modeling tool for coronary artery disease (CAD) intervention using estimation of fractional flow reserve (FFR).
","0.02284411468856457","0.3157894736842105","0.2631578947368421","0.6573169231414795","neutral","0.2928350865840912","0.5601279735565186","0.14703689515590668","0.1494","0.1977","0.1176"
"Who founded ThoughtSpot and when?","ThoughtSpot was founded in 2012 by Ajeet Singh and Amit Prakash.","Ajeet Singh and Amit Prakash in 2012.
","0.24549475440235116","0.7777777777777778","0.5555555555555556","0.6711525321006775","entailment","0.019010599702596664","0.021598033607006073","0.9593913555145264","0.4566","0.3814","0.5556"
"What is Revolut Junior?","Revolut Junior is a service designed for young people, offering a debit card and app for managing finances.","I don't know.
","0.0","0.0","0.0","0.29970067739486694","contradiction","0.7215486764907837","0.16563253104686737","0.11281878501176834","0.0","-0.0407","0.0"
"How has Epic Games contributed to the development of virtual production in film and television?","Epic Games' Unreal Engine is widely used in virtual production for real-time rendering and visual effects.","Epic Games was given the British Academy of Film and Television Arts Special Award in June 2019 for its past and continuing developments for the Unreal Engine.
","0.010438074937942448","0.3181818181818182","0.22727272727272727","0.7091821432113647","neutral","0.002295904094353318","0.9969363212585449","0.0007676967652514577","0.1754","0.1735","0.25"
"What products does Nord Security offer?","Nord Security offers VPN services (NordVPN), password management (NordPass), and encrypted cloud storage (NordLocker).","Nord Security creates cybersecurity software.
","0.01878157980529131","0.21052631578947364","0.21052631578947364","0.6634418368339539","entailment","0.004027067217975855","0.19344580173492432","0.8025271892547607","0.1431","0.1777","0.2105"
"What regulatory approvals has Zipline received in the United States?","They received a Part 107 waiver for medical supply deliveries and a Part 135 license for package delivery by drone.","- Part 107 waiver from the FAA for deliveries in North Carolina during the COVID-19 pandemic in 2020.
- Part 135 license ""Package Delivery by Drone"" on June 21, 2022.
- FAA authorization to deliver commercial packages using drones beyond the operator's line of sight (September 18, 2023).
- Participation in a type certification program for delivery drones selected by the FAA (November 2020).
","0.028168083293052135","0.3414634146341463","0.2926829268292683","0.8403963446617126","neutral","0.029640238732099533","0.9510378241539001","0.019321994855999947","0.4444","0.3066","0.303"
"What is the name of the SpaceX program that focuses on developing a new generation of rocket engines?","Dragon 2 Spacecraft.","I don't know.
","0.0","0.0","0.0","0.3281501531600952","contradiction","0.5568976402282715","0.3054698705673218","0.13763248920440674","0.0","0.0197","0.0"
"How does Lianjia ensure transparency in real estate transactions?","Lianjia provides detailed property information and market data to ensure transparency for buyers and sellers.","I don't know.
","0.0","0.0","0.0","0.30607107281684875","contradiction","0.8446229100227356","0.08851983398199081","0.06685730069875717","0.0","-0.1069","0.0"
"What types of financing does Wayflyer provide, and what is its focus market?","Wayflyer provides finance through invoice discounting and factoring, with a focus on revenue-based financing. The company lends mainly to e-commerce and technology-based companies.","Wayflyer provides finance through invoice discounting and factoring with a focus on revenue-based financing, lending mainly to e-commerce and technology-based companies.
","0.6102624546684576","0.9600000000000001","0.9600000000000001","0.9885271787643433","entailment","0.0005665746284648776","0.005323290359228849","0.9941101670265198","0.8317","0.9057","0.8095"
"In which countries does Akulaku operate?","Akulaku operates in Indonesia, the Philippines, Thailand, and Malaysia.","Indonesia, the Philippines, Thailand, and Malaysia.
","0.6065306597126334","0.8","0.8","0.7457720637321472","entailment","0.013989537954330444","0.044525232166051865","0.9414852261543274","0.6881","0.4498","0.8"
"What type of service does Zipline provide?","Zipline designs, manufactures, and operates delivery drones for medical supplies and other products.","Delivery of medical supplies and personal protective equipment.
","0.07358282223449895","0.380952380952381","0.380952380952381","0.5692458748817444","neutral","0.00230459775775671","0.9790492057800293","0.018646249547600746","0.3","0.1826","0.4"
"What is the main goal of Anthropic?","To research and develop AI systems that are safe and reliable.","To research the safety and reliability of artificial intelligence systems.
","0.04469338322542863","0.47619047619047616","0.380952380952381","0.8855628371238708","entailment","0.0031581453513354063","0.006725866347551346","0.9901159405708313","0.2345","0.6455","0.3"
"Who founded Figure AI?","Brett Adcock.","Brett Adcock
","0.1495348781221221","1.0","1.0","0.9832796454429626","entailment","0.055178359150886536","0.04361959174275398","0.9012019634246826","0.25","0.9356","0.5"
"What is PhonePe?","PhonePe is an Indian digital payments platform that provides mobile payments and financial services.","An Indian digital payments and financial services company.
","0.1043438401550064","0.6363636363636364","0.6363636363636364","0.7661142945289612","entailment","0.004463803488761187","0.009741760790348053","0.9857944250106812","0.4395","0.5107","0.5714"
"What is Brex's approach to underwriting?","Brex uses data-driven underwriting to assess a company's financial health and determine creditworthiness.","Brex cards are business charge cards , which require at least $ 50,000 in a bank account if professionally invested, if not with $100,000 to open, and cardholders who default won't damage their personal credit or assets.
","0.007087648989046159","0.1509433962264151","0.11320754716981134","0.6636359691619873","neutral","0.1750725358724594","0.805189847946167","0.0197376050055027","0.1299","0.0885","0.1667"
"How does Fanatics handle customer service?","Fanatics provides customer service through various channels, including online support and phone assistance.","I don't know.
","0.0","0.0","0.0","0.288406103849411","contradiction","0.7463374137878418","0.15694302320480347","0.09671960026025772","0.0","-0.0558","0.0"
"What is Miro's approach to visual communication?","Miro aims to enhance visual communication through its interactive whiteboard platform.","Miro is a digital collaboration platform designed to facilitate remote and distributed team communication and project management. As an online workspace for innovation, it is developed by RealtimeBoard, Inc. in 2011.
","0.007939087147543497","0.19047619047619047","0.14285714285714285","0.7538989782333374","neutral","0.009604459628462791","0.9803264141082764","0.010069102980196476","0.2862","0.375","0.15"
"What is Gusto's role in the small business ecosystem?","Gusto is a key player in the small business ecosystem, providing essential tools and services for managing payroll and HR.","Gusto provides payroll, benefits, and human resource management software for businesses based in the United States. Gusto handles payments to employees and contractors and also handles paperwork necessary to help client companies comply with tax, labor, and immigration laws.
","0.01320382335228747","0.3389830508474576","0.1694915254237288","0.8258540034294128","neutral","0.0006152106798253953","0.9970111846923828","0.0023736676666885614","0.2666","0.3938","0.1923"
"What is Plaid's focus on innovation?","Plaid focuses on developing innovative API solutions that enhance financial data connectivity and improve user experience.","enables applications to connect with users’ bank accounts.
","0.0","0.16666666666666666","0.16666666666666666","0.561875581741333","neutral","0.0018229926936328411","0.9531270861625671","0.04504994675517082","0.0329","0.2027","0.0"
"What are Revolut's budgeting tools?","Revolut provides tools for tracking spending, setting budgets, and analyzing financial activity.","I don't know.
","0.0","0.0","0.0","0.3324507772922516","contradiction","0.7935959696769714","0.12118325382471085","0.08522076159715652","0.0","-0.0495","0.0"
"When did FlixBus launch its services in India?","2024.","2024.
","0.1778279410038923","1.0","1.0","1.0","entailment","0.03560873121023178","0.10985586792230606","0.8545354008674622","0.5","1.0","1.0"
"Where are Lightricks' headquarters and other offices located?","Lightricks is headquartered in Jerusalem, Israel, with additional offices in Haifa, London, and Chicago.","Headquarters: Jerusalem, Israel.
Other offices: Haifa, London, and Chicago.
","0.1810756925110502","0.6956521739130435","0.6956521739130435","0.8112188577651978","entailment","0.0012219292111694813","0.006820682901889086","0.991957426071167","0.3585","0.5128","0.4545"
"What are some key features of Figma?","Key features include real-time collaboration, vector editing, prototyping tools, and a library of design components.","-Real-time collaboration
-Vector graphics editor
-Prototyping tools
-Mobile app for viewing and interacting with prototypes
-Offline features enabled by desktop applications
","0.010862721615727716","0.4210526315789474","0.3684210526315789","0.833593487739563","neutral","0.04581083729863167","0.807272732257843","0.1469164490699768","0.0962","0.2847","0.1111"
"Does Revolut offer stock trading?","Yes, Revolut offers commission-free stock trading for various companies.","Yes.
","0.0","0.18181818181818182","0.18181818181818182","0.3968621492385864","entailment","0.010688424110412598","0.16500815749168396","0.8243034482002258","0.0","0.3298","0.0"
"What network is NantOmics part of?","NantOmics is part of the NantWorks network, a corporation consisting of different startups in the medical and health industry.","NantWorks network.
","3.042561776171364e-05","0.1904761904761905","0.1904761904761905","0.6706758141517639","entailment","0.060722753405570984","0.2722078263759613","0.6670694351196289","0.0289","0.2575","0.1053"
"What legal challenges has Prosper Marketplace faced?","Prosper faced SEC regulatory issues in 2008, leading to a cease and desist order and subsequent SEC registration. They also faced a class-action lawsuit alleging the sale of unregistered securities, which was later settled.","-SEC violation of the Securities Act of 1933 (November 24, 2008).
-Class action lawsuit filed on November 26, 2008.
","0.006085096873447569","0.2962962962962963","0.18518518518518517","0.6872730851173401","neutral","0.23146648705005646","0.651084303855896","0.11744918674230576","0.0462","0.1494","0.125"
"What are Airtable's integration capabilities?","Airtable integrates with various tools and services, including Slack, Google Drive, and Salesforce.","Airtable has an API, embedded databases, and an ""Add to Slack"" option.
","0.018636406807066564","0.24000000000000002","0.24000000000000002","0.804158091545105","neutral","0.0006330100004561245","0.9968419075012207","0.002525030169636011","0.0775","0.4204","0.1739"
"How does Checkout.com handle global payments?","Checkout.com supports multiple currencies and payment methods, enabling businesses to accept payments from customers worldwide.","Checkout.com processes payments for other companies.
","0.01083278567718","0.26086956521739124","0.26086956521739124","0.7547281384468079","entailment","0.004970150999724865","0.1583806276321411","0.8366491794586182","0.0709","0.5109","0.1905"
"What is OutSystems' integration capabilities?","OutSystems provides tools for integrating with various systems and databases, enabling seamless data exchange and process automation.","I don't know.
","0.0","0.0","0.0","0.3075561821460724","contradiction","0.7618469595909119","0.1413368433713913","0.09681612998247147","0.0","-0.0665","0.0"
"What is Klaviyo's approach to data analysis?","Klaviyo provides tools for analyzing customer data and tracking marketing performance.","I don't know.
","0.0","0.0","0.0","0.33523279428482056","contradiction","0.7673124670982361","0.1271653175354004","0.1055222749710083","0.0","-0.0747","0.0"
"What is Binance's token called?","BNB.","BNB Build'N'Build.
","0.0","0.4","0.4","0.7344639897346497","neutral","0.3847913146018982","0.5654003024101257","0.04980833828449249","0.0","0.4226","0.0"
"What is Pristyn Care's focus on patient experience?","Pristyn Care emphasizes a seamless and patient-centric experience from consultation to post-operative care.","I don't know.
","0.0","0.0","0.0","0.2799282968044281","contradiction","0.7534869313240051","0.15660420060157776","0.0899089127779007","0.0","-0.0395","0.0"
"What is Gusto's focus on compliance?","Gusto provides compliance support, helping small businesses stay up-to-date with payroll and HR regulations.","Gusto handles paperwork necessary to help client companies comply with tax, labor, and immigration laws.
","0.017395797375642234","0.3225806451612903","0.2580645161290323","0.7899549603462219","neutral","0.008564701303839684","0.8861850500106812","0.10525024682283401","0.1418","0.5535","0.2069"
"Who are the founders of Mambu?","Frederik Pfisterer, Eugene Danilkis, and Sofia Nunes.","Frederik Pfisterer, Eugene Danilkis, and Sofia Nunes.
","1.0","1.0","1.0","1.0","entailment","0.021682068705558777","0.0508195199072361","0.9274984002113342","0.9985","1.0","1.0"
"What products does Dapper Labs develop?","Dapper Labs develops NFT platforms and games, including NBA Top Shot and CryptoK","I don't know.
","0.0","0.0","0.0","0.29272544384002686","contradiction","0.8118592500686646","0.1237354576587677","0.06440521031618118","0.0","-0.1515","0.0"
"How does Hive train its AI models?","Hive uses around 700,000 gig workers to train data for its models through its Hive Work app.","Hive uses around 700,000 gig workers to train data for its models through its Hive Work app.
","1.0","1.0","1.0","1.0","entailment","0.0021600653417408466","0.00520909670740366","0.9926308393478394","0.9999","1.0","1.0"
"What ingredients are used in Hey Tea's signature cheese tea?","The cheese mixture is described as a blend of New Zealand's Anchor cheese, milk, cream and salt.","New Zealand's Anchor cheese, milk, cream and salt.
","0.32465246735834974","0.6666666666666666","0.6666666666666666","0.8887534141540527","entailment","0.0034631104208528996","0.010087279602885246","0.986449658870697","0.4964","0.6052","0.64"
"How did Nextdoor handle political discussions?","They created separate forums for political discussions, distinct from neighborhood feeds.","The service allows separate forums just for political discussions, separated from neighborhood feeds.
","0.1469410625195576","0.6666666666666667","0.6666666666666667","0.8951694369316101","entailment","0.0009283319814130664","0.061058901250362396","0.9380127787590027","0.6955","0.7894","0.6667"
"What are SenseTime's applications in the mobile internet sector?","SenseTime provides AI-powered features for mobile devices, such as camera enhancements and augmented reality applications.","I don't know.
","0.0","0.0","0.0","0.3269232213497162","contradiction","0.7422458529472351","0.14313186705112457","0.11462229490280151","0.0","-0.0388","0.0"
"What blockchain does Dapper Labs use?","Dapper Labs developed the Flow blockchain for its NFT platforms and games.","I don't know.
","0.0","0.0","0.0","0.28160274028778076","contradiction","0.7419779896736145","0.15352915227413177","0.10449288040399551","0.0","-0.0865","0.0"
"What was the company's name before it became Akulaku?","Before Akulaku, the company was known as Silvrr.","Silvrr
","0.0","0.2222222222222222","0.2222222222222222","0.6953652501106262","entailment","0.15715931355953217","0.09705013781785965","0.7457905411720276","0.0","0.0754","0.0"
"How does Bolt improve checkout conversion rates?","Bolt simplifies the checkout process, reducing friction and increasing the likelihood of completed purchases.","I don't know.
","0.0","0.0","0.0","0.24353770911693573","contradiction","0.8121238946914673","0.13323956727981567","0.054636526852846146","0.0","0.0296","0.0"
"How does Pony.ai ensure safety in its autonomous driving technology?","Pony.ai conducts extensive testing and uses redundant safety systems to ensure the safety of its vehicles and passengers.","I don't know.
","0.0","0.0","0.0","0.3519344925880432","contradiction","0.8353742957115173","0.10026469826698303","0.06436096131801605","0.0","-0.0011","0.0"
"What is Zipline's partnership with Toyota Tsusho in Japan?","They are delivering medical products to remote islands in Japan, with operations handled by Toyota Tsusho employees.","In April 2021, Zipline announced a partnership with an investor, Toyota Tsusho, to deliver medical products in Japan.
","0.030064545690526145","0.5142857142857143","0.28571428571428575","0.7194935083389282","neutral","0.002762031741440296","0.995911717414856","0.001326200203038752","0.3348","0.3959","0.3529"
"What was Shein's valuation after a funding round in April 2022?","$100 billion.","$100 billion
","0.1495348781221221","1.0","1.0","0.9885132908821106","entailment","0.0063110943883657455","0.03238644450902939","0.9613024592399597","0.25","0.9564","0.5"
"How many times have Lightricks apps been downloaded?","As of 2023, its apps have been downloaded over 730 million times.","730 million times.
","0.02799732600332712","0.4","0.4","0.6757451891899109","entailment","0.010327001102268696","0.04829420521855354","0.9413788318634033","0.2653","0.2557","0.4"
"What are the challenges faced by Airwallex?","Challenges include regulatory compliance and competition in the global payments market.","NAB cancelled transactional banking services for Airwallex customers in 2018. In 2019, Hong Kong froze $18.2 million in funds.","0.010182425646195498","0.06451612903225806","0.06451612903225806","0.41919898986816406","neutral","0.4031706750392914","0.5926395058631897","0.004189773928374052","0.0424","0.1201","0.0714"
"What is the full name of Anthropic?","Anthropic PBC.","Anthropic PBC.
","0.316227766016838","1.0","1.0","1.0000001192092896","entailment","0.11028970032930374","0.1238262951374054","0.7658839821815491","0.9375","1.0","1.0"
"What types of technology does Anduril develop?","Anduril develops autonomous drones, AI-powered surveillance systems, and other defense technologies.","Autonomous systems.
","0.0","0.2857142857142857","0.2857142857142857","0.6326776742935181","entailment","0.049903228878974915","0.14257748425006866","0.807519257068634","0.0495","0.2397","0.1538"
"What major funding rounds has Solarisbank completed and who were some of the key investors?","Solarisbank completed a Series A funding round in February 2017, raising €26.3 million, and a Series B funding round in March 2018, raising $70 million. Key investors include Yabeo Capital, Arvato Financial Solutions, Finleap, Unicredit, SBI Group, BBVA, Visa, Lakestar, and ABN AMRO's Digital Impact Fund.","*   **Series A:** €26.3 million (Yabeo Capital, Arvato Financial Solutions, Finleap, Unicredit, SBI group)
*   **Series B:** $70 million (Arvato Financial Solutions, SBI Group, BBVA, Visa, Lakestar, ABN AMRO's Digital Impact Fund)
*   **Series C:** €60 million (HV Capital, Vulcan Capital, Samsung Catalyst Fund, Storm Ventures)
","0.2506973302451992","0.6021505376344085","0.4946236559139785","0.7952162027359009","neutral","0.23599636554718018","0.4819510579109192","0.28205251693725586","0.3503","0.3344","0.4658"
"Who are the founders of Zipline?","Keller Rinaudo Cliffton, Keenan Wyrobek, Ryan Oksenhorn, and William Hetzler.","Keller Rinaudo Cliffton, Keenan Wyrobek, Ryan Oksenhorn, William Hetzler
","0.6716877364745231","0.9473684210526316","0.9473684210526316","0.9835818409919739","entailment","0.010297035798430443","0.023452535271644592","0.9662503600120544","0.8018","0.9279","0.8421"
"Where is xAI based?","xAI is based in the San Francisco Bay Area.","San Francisco Bay Area, California.
","0.11948321931215808","0.5714285714285714","0.5714285714285714","0.7029945850372314","entailment","0.0028066649101674557","0.1886807233095169","0.8085126280784607","0.3424","0.4783","0.4286"
"What services does Vice Media offer?","Vice Media produces and distributes news, documentaries, and entertainment content through its digital platforms and television channels.","Film and TV production, creative services, and digital content.
","0.012974640326799935","0.30769230769230765","0.23076923076923078","0.666618824005127","entailment","0.003529713023453951","0.039791565388441086","0.9566787481307983","0.0926","0.2479","0.1739"
"What regions did FlixBus expand to in 2023?","Chile.","Chile.
","0.1778279410038923","1.0","1.0","1.0000001192092896","entailment","0.06707488000392914","0.11849319189786911","0.81443190574646","0.5","1.0","1.0"
"What is Grammarly's focus on innovation?","Grammarly focuses on developing advanced AI-powered writing assistance tools to enhance user experience and improve writing quality.","Grammarly launched a product using generative AI built on the GPT-3 large language models in April 2023.
","0.013679192123121896","0.16666666666666666","0.1111111111111111","0.7186222672462463","neutral","0.0033531638327986","0.9959021210670471","0.00074476667214185","0.0588","0.2684","0.1212"
"Does Revolut offer cryptocurrency trading?","Yes, Revolut offers cryptocurrency trading for various digital currencies.","Yes.
","0.0","0.19999999999999998","0.19999999999999998","0.42899012565612793","entailment","0.010400614701211452","0.15525372326374054","0.8343456387519836","0.0","0.3208","0.0"
"What is Scale AI's focus on innovation?","Scale AI focuses on developing advanced data labeling tools and techniques to improve the efficiency and accuracy of AI training.","I don't know.
","0.0","0.0","0.0","0.30257657170295715","contradiction","0.7875763773918152","0.13266737759113312","0.07975633442401886","0.0","-0.0596","0.0"
"What type of websites can be built with Webflow?","Responsive websites with automatically generated HTML, CSS, and JavaScript.","Responsive websites.
","0.004515562049663387","0.3636363636363636","0.3636363636363636","0.7566357851028442","entailment","0.04866011440753937","0.1738060563802719","0.7775338292121887","0.0602","0.4852","0.1818"
"What controversy surrounded Babylon Health's sale of COVID-19 antibody tests?","They marketed a non-MHRA-approved COVID-19 antibody home testing kit that used capillary blood, which was not recommended by the test developer Abbott.","Babylon Health marketed a non-MHRA-approved COVID-19 antibody home testing kit that used capillary blood (finger-prick). Abbott, the test developer, advised against using finger prick samples. The MHRA asked providers to stop offering these services and advised the public to disregard results from private kits.
","0.23709836747251295","0.5205479452054795","0.4931506849315069","0.8747147917747498","neutral","0.0026534192729741335","0.9837198257446289","0.013626743108034134","0.5339","0.5473","0.4194"
"What services does Rappi offer?","Rappi offers food delivery, grocery delivery, pharmacy delivery, e-commerce, and financial services.","Food delivery
Grocery delivery
Mobile payment
Online shopping
Online travel agency
","0.0","0.33333333333333337","0.33333333333333337","0.6003928184509277","neutral","0.1251695603132248","0.4616720974445343","0.4131582975387573","0.084","0.1836","0.2105"
"What is Dream11?","Dream11 is an Indian fantasy sports platform that allows users to play fantasy cricket, football, kabaddi, basketball, hockey, volleyball, handball, baseball, and rugby.","An Indian fantasy sports platform that allows users to play daily fantasy sports contests, primarily in cricket.
","0.34602490993480084","0.6","0.6","0.8222118020057678","neutral","0.09208421409130096","0.8990378975868225","0.008877784945070744","0.4793","0.3987","0.5405"
"Who founded PAX Labs and what was their initial product?","PAX Labs was founded by James Monsees and Adam Bowen. Their initial product was an e-cigarette called Ploom.","Founders: James Monsees and Adam Bowen
Initial product: Ploom e-cigarette
","0.12480646832647957","0.6666666666666666","0.6","0.8321941494941711","entailment","0.0017659154254943132","0.005597339477390051","0.9926366806030273","0.327","0.5785","0.4444"
"What services did Hopin offer?","Hopin offered tools for creating virtual conferences, trade shows, and other online events.","Conference attending and networking online, exchange virtual business cards, and get a summary of their connections after an event.
","0.012109013026441871","0.3125","0.25","0.6804681420326233","neutral","0.0007322644232772291","0.9967419505119324","0.0025257801171392202","0.0735","0.2329","0.129"
"What are some key features of Grammarly?","Key features include real-time grammar checking, contextual spelling suggestions, and tone detection.","- Spelling, grammar, and tone review.
- Plagiarism detection.
- Style and tonal recommendations.
- Generative AI capabilities.
","0.025281168697394947","0.3703703703703704","0.29629629629629634","0.7339933514595032","entailment","0.08597180992364883","0.4411667585372925","0.47286146879196167","0.119","0.3231","0.2308"
"What type of company is AppsFlyer?","AppsFlyer is a SaaS mobile marketing analytics and attribution platform.","Private.
","0.0","0.0","0.0","0.3171016275882721","contradiction","0.4743019640445709","0.21838168799877167","0.3073163330554962","0.0","0.0936","0.0"
"What are some key features of Gusto's platform?","Key features include automated payroll processing, benefits administration, employee onboarding, and HR reporting.","- Payroll processing
- Employee onboarding
- Employee health insurance, dental insurance, and vision insurance enrollment and administration
- 401K and workers' compensation insurance through third parties
","0.006980361417366381","0.33333333333333337","0.27777777777777773","0.7120355367660522","neutral","0.06517228484153748","0.8425384759902954","0.09228923916816711","0.1042","0.2462","0.1875"
"Who founded Epic Games?","Tim Sweeney founded Epic Games.","Tim Sweeney.
","0.03336574130316504","0.5714285714285715","0.5714285714285715","0.723002552986145","entailment","0.06536776572465897","0.07641496509313583","0.8582172989845276","0.1064","0.6032","0.2857"
"What was Stripe's revenue in 2022?","Don't know","I don't know.
","0.0","0.8571428571428571","0.8571428571428571","0.9248793125152588","entailment","0.002381599508225918","0.05121399089694023","0.9464043974876404","0.2381","0.3701","0.4"
"What are some key features of Carta's platform?","Key features include cap table management, scenario modeling, and electronic securities issuance.","*   Digitizes paper stock certificates along with stock options, warrants, and derivatives.
*   Allows companies, investors, and employees to manage their equity and track company ownership.
*   Maintains capitalization tables.
*   Software helps customers digitally manage their valuations, portfolio investments and equity plans.
*   Allows company founders to issue digital share certificates to investors, employees, and others who qualify for stock options.
*   Develops a centralized dashboard, for issuers to keep track of stock ownership, the timing and pricing of shares issued, and which owners are willing to sell.
","0.002032485258365847","0.06315789473684211","0.06315789473684211","0.685501754283905","entailment","0.03604300692677498","0.29790425300598145","0.6660527586936951","0.0508","0.0715","0.0274"
"In which regions does BlaBlaCar operate?","Europe and Latin America.","Europe and Latin America.
","1.0","1.0","1.0","1.0000001192092896","entailment","0.04131544381380081","0.062343746423721313","0.8963407874107361","0.9922","1.0","1.0"
"What is Viva Republica's focus on user experience?","Viva Republica prioritizes user experience by providing a seamless and intuitive mobile financial platform.","I don't know.
","0.0","0.0","0.0","0.2498052716255188","contradiction","0.7126359343528748","0.18747395277023315","0.09989011287689209","0.0","-0.0532","0.0"
"What is Klaviyo's role in the e-commerce marketing ecosystem?","Klaviyo is a key player in the e-commerce marketing ecosystem, providing tools for personalized and automated marketing.","Klaviyo provides a marketing automation platform, primarily for email marketing and SMS marketing, integrating with e-commerce platforms like Shopify, Magento, and BigCommerce.
","0.013596634387289886","0.4878048780487805","0.2926829268292683","0.8628113269805908","neutral","0.0007434979197569191","0.9976218342781067","0.001634641201235354","0.2286","0.5021","0.3243"
"What partnership did Stripe enter in January 2022?","A five-year partnership with Ford Motor Company.","Ford Motor Company and Spotify.
","0.07616306180370792","0.4615384615384615","0.4615384615384615","0.611526370048523","neutral","0.3543980121612549","0.5824172496795654","0.06318481266498566","0.2757","0.2025","0.3333"
"How does GoPuff handle delivery logistics?","GoPuff uses its own network of drivers and micro-fulfillment centers to manage delivery logistics.","Gopuff owns warehouses that stock many of the products it delivers. In March 2023, Uber couriers were handling at least 4 percent of all Gopuff orders in the US, to deal with a gap in the latter's own driver workforce.
","0.006081389695809871","0.17857142857142858","0.14285714285714285","0.757116973400116","neutral","0.48283424973487854","0.513690173625946","0.003475633915513754","0.1807","0.2188","0.1667"
"What industries does Unqork serve?","Unqork serves organizations in finance, insurance, healthcare, and government.","Finance, insurance, healthcare, and government.
","0.3004843884984905","0.7142857142857143","0.7142857142857143","0.671084463596344","entailment","0.008643281646072865","0.015557137317955494","0.9757995009422302","0.5791","0.3873","0.7143"
"What is Bitmain's impact on the Bitcoin network?","Bitmain has a significant impact on the Bitcoin network due to its control over a large portion of the mining hardware.","Bitmain designs application-specific integrated circuit (ASIC) chips for bitcoin mining and operates BTC.com and Antpool, historically two of the largest mining pools for bitcoin.
","0.019900763312868126","0.21276595744680848","0.21276595744680848","0.7351320385932922","neutral","0.0007540906080976129","0.9936389327049255","0.005607039667665958","0.1746","0.2971","0.25"
"What health concerns are associated with JUUL products?","Health concerns include nicotine addiction, lung injuries, and potential long-term health effects from vaping.","-Unknown effect on users, including minors.
-In vitro cytotoxicity from nicotine and ethyl maltol.
-Unreliable nicotine delivery.
-Addiction.
-Negative impacts on brain development and relationships.
-Airway epithelial injury and deep airway inflammation.
-Coughing, sore throat, and abdominal pain.
","0.006414921514603761","0.26415094339622636","0.18867924528301885","0.7253499031066895","neutral","0.016176940873265266","0.7682764530181885","0.21554654836654663","0.1524","0.1522","0.1304"
"What services does Scale AI offer?","Scale AI offers data annotation, data evaluation, and model validation services for AI and machine learning.","Labeled data used to train AI applications.
","0.010859480700217564","0.17391304347826086","0.17391304347826086","0.6666218638420105","entailment","0.004946696572005749","0.30620622634887695","0.6888470649719238","0.0662","0.2822","0.2"
"What is Pony.ai's focus on autonomous trucking?","Pony.ai is developing autonomous trucking technology to improve efficiency and safety in the logistics industry.","Pony.ai partnered with Sany Heavy Industry to mass produce autonomous driving trucks in China.
","0.01880756769245147","0.45161290322580644","0.3225806451612903","0.8421852588653564","neutral","0.010410693474113941","0.988808810710907","0.0007804710767231882","0.1678","0.4177","0.2759"
"What is PharmEasy?","PharmEasy is an Indian online pharmacy and healthcare aggregator.","PharmEasy is an Indian e-pharmacy company that sells medicines, diagnostics, and telehealth online.
","0.2044800736021839","0.6086956521739131","0.5217391304347826","0.9052762389183044","neutral","0.0006076337303966284","0.9525145292282104","0.04687785729765892","0.5149","0.6451","0.4545"
"What was Moveworks' valuation as of its Series C funding round in June 2021?","$2.1 billion.","$2.1 billion.
","0.316227766016838","1.0","1.0","1.0000001192092896","entailment","0.007291419431567192","0.025783246383070946","0.966925323009491","0.9375","1.0","1.0"
"What international expansion has Workato undertaken in recent years?","Workato opened offices in Dublin and Singapore in 2021 and a data center in Australia in 2023.","I don't know.
","0.0","0.0","0.0","0.31543099880218506","contradiction","0.7662387490272522","0.15890946984291077","0.07485178858041763","0.0","-0.1255","0.0"
"What safety concerns were raised about Tribal Sun Bus LLC, an operator for FlixBus?","The FMCSA listed a Carrier Safety Rating of 'Conditional' due to safety violations, including Hours of Service (HOS) violations and a history of crashes.","Tribal Sun Bus LLC had 6 crashes in the last 24 months (starting 6 November 2022) with 1 fatal, 3 injury, and 2 towable. 21 out of 77 driver inspections in 2 years had Hours of service (HOS) violations. Prior to a rollover accident on 7 November 2024, the FMCSA listed a Carrier Safety Rating of ""Conditional"" due to non-compliance with safety requirements.
","0.11567956857017102","0.4772727272727273","0.2727272727272727","0.8111056685447693","neutral","0.0075217620469629765","0.9878790974617004","0.004599171224981546","0.5898","0.4332","0.3944"
"What was the valuation of FlixMobility in the 2021 Series G funding round?","US$3 billion.","US$3 billion.
","0.316227766016838","1.0","1.0","1.000000238418579","entailment","0.008441001176834106","0.04923161119222641","0.9423273801803589","0.9375","1.0","1.0"
